file_name,text,hate_speech
img62.jpg,الحو المرتبات هادي لأنه أخذ البنك هادي واللي جاب العدوان العدوان مسوي حصار خانق اليمن فكوا الحصار اليمن اسمحوا بدخول بواخر النفط العالقة الحوثة أيضا بعدك أزمة بترول,1
img54.jpg,فراولة اشي هيك  شو يعرفني انا  من الزرقاء,1
img44.jpg,عندما تعلم ان السحاب هو ما ينزل المطر وليس الله كما يدعي الاسلاميون,1
img64.jpg,لما يموت واحد مسيحى وهو كافر أصلا,1
img70.jpg,دولة جديدة تقرر التطبيع اسرائيل عرب,1
img39.jpg,واحد لا ندري ملته النقاب يطمس شخصيتك ولا وجود له في الاسلام وهو عادة جاهلية لا توجد اية او حديث تدعو النساء للنقاب انا لست مسلمة ان يهودية انتمي لقبيلة اليهود الحريديم والنقاب عادة عنا انا اسف سيدتي اعتذر لك الحرية في ارتداء ما تريدين,1
img61.jpg,المسلمين الكيوت تخلف شذوذ نفاق نفس الأوصاف بالاعلى لكن باللون الأزرق,1
img56.jpg,لا احد والله لا احد الشيعة في عاشوراء,1
img67.jpg,لما تمسك موبايل أمك تشو الساعة كام يبوظ بعدها بسنتين أمك,0
img66.jpg,لما ابقي راكب عربية وأسند راسي إزاز الشباك,0
img69.jpg,واشرب تمور وحليب,1
img53.jpg,عندما تكون قائد جيش مكون من 200000 صليبي وتهزم من 2000 مجاهد فقط أصلا انتم هكر,1
img55.jpg,الماء سائل ليس لون وطعم رائحة,0
img42.jpg,ميرور بريطاني توفي بمصر وعادت جثتة بدون قلب,1
img48.jpg,هجوم باريس هجوم البايرن دفاع الفريقين,0
img68.jpg,عملت أكل لنفسك وحريته السفره خلاص ودخلت المطبخ تجيب حاجه القطه,0
img40.jpg,شاب في سن ال 20 حد يجي يشيل قصادي التربيزة دي ست عندها خمسين سنة,0
img38.jpg,صديقك الكتاب اتولد ازاى,0
img81.jpg,انت لو سمحت النت بطيئ موظف اي شركة نت اردنية : جربت تفصل المودم وتضويه انت اه جربت الموظف  بعد ما خلصت افكاره,1
img100.jpg,الولد علا صوته على ابوه بالغلط بمسلسل خليجي الأب,1
img78.jpg,مسلم قاعد بأمان الله نسوية معاقة ذهنيا الغرب تعالي يا مزة هنا ايه الحلاوة دي يلعن ميتين شكلك مجتمع متحرش ابن كلب,1
img105.jpg,نسوية الحجاب يؤذي جسد المرأة,1
img94.jpg,الواحد صيني يبقى بيعمل شوربة خضار ويلاقي فار ماشي السقف ويقع الحلة بالغلط,1
img84.jpg,الهنود الان 2 روبي واعملك غرر على كل بوستات احمد سبيع انا وقبيلتي الهنود سابقا هؤلاء المسلمين فتحوا مدينتنا لكنهم اناس صالحون وعادلون سنطلع على دينهم لحله يكون الحق,1
img77.jpg,اهداف الثورة اليمنية اهداف بلا هدف,1
img91.jpg,لما تنزل عدن ومعك فلوس قديم كل احد حرفيا كل احد,1
img92.jpg,بطوله الكمال لله وحده,1
img72.jpg,الحوثي الشرعية الانتقالي,1
img99.jpg,لما طلاب التحفيظ يطلبوا رحلة للمسبح المدرس الاصلاحي الذين امنوا,1
img102.jpg,الطلعه الجديد من المسلمين بيحتفلوا بأعياد الكفار ويتشبعوا بكل حاجه يسودها بدون تردد الكفار يشتوا يمارسوا الطقوس الاسلامية,1
img86.jpg,مسلمين متخلفين لمادا سمعتوا صلاة للجمعة ستعود ل لقرب حققه بتقول قادرين لسمعة لكل هيه زم كثيرها,1
img103.jpg,العيش كمسلم في القرن الواحد والعشرين,1
img90.jpg,المسلم الكيوت الي بأمن ان الكل هيدخل الجنة الولد الحنبلي الي بكفر تارك الصلاة بشروط,1
img83.jpg,علماني مشاكل بلده فقر بطالة تبعية سوء الخدمات الصحية سوء منظومة التعليم علماني اخلعي الحجاب مش عارفين نتقدم,1
img93.jpg,طموحاتي فلوسي,0
img82.jpg,البسكوت لما يعرف إنك تعذبه تفسه شاهي حامي,0
img76.jpg,وانا عامل نفسي لسه بقرا السؤال المكتوب على السبورة,0
img74.jpg,عاجل منظمة الصحة العالمية توصي بفضل الماء قبل شربه,0
img88.jpg,انا عامل نفسي محترم عميق وانا جازع النقطة العسكريه بالسياره خط ص,0
img80.jpg,اختراع آلة الرجوع بالزمن البنات أنا هرجع أصلح غلطات كثير عملتها حياتي الولاد,0
img85.jpg,مدير المدرسة طلاب الي كسل زجاج غرفة المعلمين الطلاب,0
img96.jpg,لما صاحبك ييجي معاك عند الحلاق وتبنوا لبعض المرايه,0
img98.jpg,لما تعوم البحر وفجأه تحس حاجه لمست رجليك,0
img71.jpg,لما تفتح نور المطبخ الساعة 3 الفجر خير يبو الصحال في حاجة,0
img101.jpg,امي جابت ولاعة البوتاجاز علي شكل مسدس وبعدين دخلت اعمل كوباية شاي انا شوية,0
img75.jpg,بعدما يفكر بدل لتعمل طوال حياتك لولوج لتلد بضعة اطفال وتموت بكل بساطة,0
img87.jpg,عايش ميت حط ايده في جيبه و ما لقى التلفون,0
img97.jpg,المستر هنا ياولاد معملش الواجب طالب متوحد,1
img95.jpg,للنهوض مبكرا فوائد,0
img89.jpg,السمك في عدن بعد اتلاف ثلاثة طن مخدرات في البحر,0
img79.jpg,لما أعمل نفسى سرحان,0
img129.jpg,سحيج بحاول يقنع الناس انه نعمة الامن والامان افضل من راتب 5000 دينار في الجيبة,0
img123.jpg,الاستاذ يا طلاب لا تخافوا الاسئلة سهلة الاسئلة استخرج رجلا من الصورة,1
img116.jpg,وأخيرا عرفت سبب التحرش الوطن العربي وفي دول العالم لوول,1
img120.jpg,التنمر على السحاقيات اصبح قانوني ماذا في وسعهم ان يفعلوا ؟  يخبروا ازواجهم ؟,1
img138.jpg,جريمة تقع اين المنطق في حبس شخص بهاته الكياتة عيونه حلوة ما يستاهل العقاب يرجم حتى الموت يرمى من الشاهق,1
img132.jpg,قبل تطبيق الحد بعد تطبيق الحد مثلي وافتخر مثلي و عصفور,1
img109.jpg,لقد غسلوا دماغك ايها المسلم,1
img119.jpg,بنت أعطاها الله حسن الخلق والخلق حالتها النفسيه,1
img133.jpg,اصحابي جايين يلعبوا بلاستيشن في البيت يلعبوا بلاستيشن صح يلعبوا بلاستيشن صح,1
img136.jpg,النسويين لما يتناقشوا كلام حلو حبب بس للأسف فشخت كسمك,1
img114.png,مره واحد زنجي حل مسألة  رياضية حلها في المسودة,1
img127.jpg,الشعب اليمني : رحلات للمواطنين صح ؟ التحالف مطار صنعاء بيستأنف رحلاته للمواطنين صح؟ التحالف,1
img112.png,السائق السعودي المتهور,1
img108.jpg,خليجي لما يشوف ولده يتفرج علي كورة ومتفرجة علي سباق البديل,1
img135.jpg,الخماري كيه يتكفل المشروب الغازي,1
img118.jpg,راديو إسبانيا والد هالاند رايولا عمان الآن ويجتمعون رؤساء نادي الوحدات وبعد ذلك سيتوجهون للاجتماع الغريم نادي الفيصلي للتحدث مستقبل اللاعب,0
img106.jpg,كيميتش أريد الرجوع عند أجدادي الفراعنة حيث الرقي والحضارة بدلا العيش فرعون يريده الرجوع كعبد هذا المجتمع الوهابي ليبني الهرم,0
img113.png,الشيخ اذا جاءت له وحدة تطلب المساعدة,1
img134.jpg,الخماري كيه يتكفل المشروب الفاسي,1
img110.jpg,بتفرج علي فيديو علمي جميل صاحب الفيديو في اخر الفيديو فسبحان من خلق كل هذا انه بكل شيء عليم,1
img111.jpg,مواطن اردني يهاجر هو ايضا بعدما وصل لوجهته هل تعلم اشعر انني معارض سياسي,1
img130.jpg,سفينة إسبانية عايزة حدا سلامي أمان الله المجاهدين البحريين السلاويين اعطونا الفلوس بكل رجولة,1
img115.jpg,واحد هندي يكون هيموت الجوع ومفيش قدامه غير البقر هو الهي انت تعلم كيف حالي,1
img125.jpg,قولوا ورايا لو صلينا من كل قلبنا كورونا مش  هتقرب مننا اديني الحقنة بسرعة ارجوك محتاج الجرعة,1
img117.jpg,عندما تقسم ارض المسلمين الى مقاطعات وتصنع لهم أعلام وحدود وعوض رفضهم التقسيم تراهم يخترعون أناشيد وشعارات,1
img128.jpg,صاحبي الي قال لي اقول كرسي و تطريز بصوت عالي انا عندي لدغة في الراء,1
img107.jpg,قسيس بعد ما منحه الناس صكوك الغفران,1
img122.jpg,ادونى فويه اهيب وايوح توكيلا قوي انا عندي لدغة,1
img140.jpg,اكيد انا اكتر حاجه يفكر فيها يتمناها,0
img137.jpg,عندما تكفر بالله  وتلحد وتتخلى عن رجولتك ثم تكتشف انك لا تجدب اهتمام احد,1
img126.jpg,لما ابوك يبلغك يوم العيد قدك كبير ومابش لك عودة,0
img139.jpg,واحد عارف الفرق بين البنزين و الأنسولين,0
img131.jpg,القاضي ردك عالى صنع رئيس الحكومة ماكرون الرجل,0
img124.jpg,عندما يصف لي علماني عربي التقدم العلمي والاقتصادي الذي سيحصل لو طبقنا العلمانية نعم وصف نبيل لكن ليس واقعي,1
img175.jpg,الإبن اذا قلت أني شاد فهل ستتقبل انا : عوضنا على الله نخلف غيره,1
img164.jpg,عندما نجرب الطعام الإفريقي للمرة الأخرى مؤهل,1
img142.jpg,النسويين لما يشوفوا بعض الشارع وكل واحد مع أمه,1
img150.jpg,نرفض عيد الاضحى والمشاركة في قتل حيوان بريء نطالب بحقنا في الاجهاض وقتل روح بشر بريء,1
img163.jpg,شخص ماه يجب على الهوموفوبيا أن يتقبلوا أنا,1
img144.jpg,النسويين لما يشوفوا بعض الشارع وكل واحد مع أمه,1
img146.jpg,مازن السقف عامل حلقه ساعه ونص عن العنصرية انا مستنيه يخلص عشان اقوله بس يا خادم,1
img161.jpg,هذا المغني فنان وصاحب رسالة كان السلف يسمون الرجل المغني مخنثا اسمها مثلية يا وهابي يا متترف وليس تخثنا ,1
img145.jpg,مازن السقف عامل حلقه ساعه ونص عن العنصرية انا مستنيه يخلص عشان اقوله بس يا خادم,1
img143.jpg,النسويين لما يشوفوا بعض الشارع وكل واحد مع أمه,1
img171.jpg,لا احد طالبان لما شافوا كرسي الحكم اييه ده ايه الحلاوة دي ؟!,1
img173.jpg,صاحب ماركيز يتخيل طالبان,1
img154.jpg,الرواتب الكهرباء والماء,0
img151.jpg,أحد الحوثيين منتصف ليلة,1
img174.jpg,اذا حد سألني ليش مغسل ايدك من البلد انا فيديو الخدمات فيديو الباص فيديو تاكسي العقبة مزرعة جرش فيديو الاحوال التيكتوك فيديو اللانسر,1
img141.jpg,رئيس اليمن الدنبوع جزيرة سقطرى مأرب ميدان عدن مطار عدن,1
img169.jpg,يهودي الجنة سوف تكون في الارض على يد المخلص مسيحي الحياة الدنيا عبارة عن خطيئة مسلم قال علمائنا لا ينبغي للعاقل ان يرى الا ساعيا في تحصيل حسنة لمعاده او درهم لمعاشه,1
img158.jpg,وجدنا متدينين ومظاهره منهم يكن للدين أثرفي ظاهره توحي بالعكس سينتهي ل ووبعد حين,1
img148.jpg,القرآن حرام الانمي والكي بوب,1
img172.jpg,بلاد العرب أوطاني والدين يفرقنا,1
img170.jpg,علما تحاصرك الشرطة الأمريكية ثم تتذكر أنك أفغاني,1
img157.jpg,15 كافر 16 كافر مسلم كيوت حضرتك مش معنى انه مسيحي يبقى كافر 17 كافر,1
img166.jpg,لما صاحبي المسيحي يقولي ان الكنيسة عاملة مصيف اسبوع ب200 جنيه,1
img162.jpg,شتما اليهود والتشكيك الهولوكوست دولة علمانية,1
img159.jpg,اين يمكنني قراءة الكتب المقدسة نظرا لانعدام الكنائس في هذه البلاد المتشددة يمكنك ان تكتب واحدا بنفسك,1
img167.jpg,تعدد الزوجات تعدد الأرباب,1
img160.jpg,لما الموب يعمل تحديث لكتابك المقدس وبعدها تفتكر انك مسيحي,1
img165.jpg,ازاي عايزني اتبع رسول امي لا يقرأ لا يكتب نبيكم نقل عن الزرادتشية والبابليين والفراعنة وحضارة الصين والهند وفلاسفة اليونان ومن الكائنات الفضائية في المجرة المجاورة,1
img168.jpg,اشاعه طالعه عن البنات القصيرين بيستحموا في الحنفية تحت الدش,1
img155.jpg,العلماء الذكاء الإصطناعي ليس بذلك التطور ولن يسيطر على العالم ابدا الذكاء الاصطناعي:,0
img149.jpg,انا رايح اكوي الثوب الحج راجع من صلاة العيد,0
img153.jpg,لما تتزوج وحدة تونسية وامها تسأل وينه المعرس,1
img156.jpg,لما آكون مستحمى واتخيل اني لو مت دلوقتي اهلي هيدخلوا الحمام ويشوفوني بلبوص كده,0
img152.jpg,بلاعبه عصرا بهر سام الذهبي تعهد الإسلآم,0
img147.jpg,ذلك الملحد الذي ينتقد ذبح الاضحية مع والده في صبيحة العيد الدين لله واللحم للجميع,1
img187.jpg,انا والشباب بعد ما طلعنا من المسجد ولقينا حفاياتنا,0
img183.jpg,انا بدى تفاعل على اشي بوست مقارنة بين بليستيشن وبيبسي,0
img194.jpg,عمو خالد حلمت السيس يوزع تفاح وعنب الجنة,0
img193.jpg,حملة سعودية إماراتية على جورج قرداحي بينما سكتوا على إهانات ترامب الذي قال انهم يملكون غيل النقود ولن يعمدوا اسبوعين بدون حمايتهم,1
img179.jpg,النظام الاسلامي مهر نفقة واجبة الحجاب طاعة الزوج عدم السفر من غير محرم النظام الغربي لا يوجد مهر تنفقي على نفسك بنفسك الحجاب تخلف لا توجد ولاية حرية مطلقة النسويات مهر نفقة واجبة الحجاب تخلف اسقاط ولاية حرية مطلقة,1
img177.jpg,تصويت تتجوز مين فيهم واحده قتلت 100 قبل كدا وتابت فيمينيست,1
img191.jpg,عربي مع زوجته ذات التسع سنوات,1
img176.jpg,كمية فقط استطيع الرجوع لعصر الدولة الفرعونية حيث كانت النساء تتمتعن بحقوق كثيرة رجعت لعصر الفراعنة,1
img202.jpg,هاني عصام خال العيال لطب الأطفال حديثي سعد نخطئ الولادة,0
img192.jpg,جورج قرداحي يقصف الشعب اليمني بيوتهم عزائهم افراحهم,1
img184.jpg,الشمالي وهو جازع نقطة طور الباحة,1
img181.jpg,صاحب ذمار كيف يتخيل الشعب المرجانية,0
img186.jpg,هندي,1
img189.jpg,واحد هندي باعثلي طلب صداقة وقبلته بالغلط باقي الهند بعد ثانية,1
img178.jpg,عندما لا تستطيع التوقف عن ارتكاب ذنب معين فتقوم بإستثماه قد يعمل العبد الذنب فيدخل به الجنة,1
img182.jpg,في المسلسلات العربية الفلاح في المدينة الفلاح في القرية في الواقع الفلاح في المدينة الفلاح في القرية,1
img208.jpg,احب أعلي على الفنان عبد الباسط حمودي بيقول انا عارفني بأني النهاردة دخلت امم تزن الأروقة لقيت فيها قولت انا اسفة وقفلت واكتشفت اللي جوا مرايا,0
img180.jpg,هو دا الواد اللي حكيتله عليه شوف مناخيره كبيرة وشكله عبيط ازاي,1
img195.jpg,الاسلام دين السلام وسلميتنا اقوى من الرصاص,1
img188.jpg,رهط لسه بقوله السلام عليكم راح مايلي,1
img185.jpg,انا حكيت مشكلتي لشيخ الجامع وقلتله لا تحكي الشيخ طول الخطبة,1
img190.jpg,هدر الغذاء أمريكا بقيمة مليار دولار الثلاثاء فبراير,1
img210.jpg,يبني ذاكر عشان تجيب درجة في الامتحان ايه ده درجة,0
img205.jpg,والله حرام  يشغلوها وهي في السن ده,0
img200.jpg,هو طه واحد صحبي كان بيكر على بنت فتره ومراقبتها زمان شافها مره انها تعبانه قال لازم افتح معاها كلام واسأله مالك مواقفها وسألها قالتله انا حامل أعجبنى,0
img206.jpg,المذاكرة الي ورايا انا قاعد بدور على مسلسل اتابعه,0
img204.jpg,ما تزرعه في الليل تحصده في الصباح,0
img203.jpg,مفيش خروج من البيت,0
img207.jpg,طا لمجرد أهلي زعلانين مني وقررت اسوي لهم كيكة بالتوفي حلوة الكيكة بس ناقصها جنط,0
img209.jpg,العسيل سيمبا لما تكبر حرف الالف,0
img199.jpg,وانا طالعة من البيت 8 وربع وبتمنى اوصل المحاضرة على الساعة 8,0
img198.jpg,عمر كمال يستبدل اشرب خمور وحشيش في حفل,0
img201.jpg,لما اكون شغالة في النيابة والاقي المتهم بيعيط قدامي اوعدني انك تتغير,0
img197.jpg,سوف أتجاهله اليوم بأكمله,0
img239.jpg,فكره محمد رمضان استمر علب كدا سنتين ممكن بعدى ناس مولود,0
img244.jpg,بتكون كاتبة على الفيسبوك انا الان في سيتي ستارز وباخذ البريك فاست في ستاربكس مع الكوكيز اللي بحبه وفي الحقيقة بتكون ماكلة صحن فول مع راسين بصل وراسين فجل مع صحن مخلل في مطعم القاعود,1
img245.png,حقوق أساسية للمرأة الزلام هل هذه سيابة,1
img243.jpg,بتعرفوا شو بديش اتزوج,1
img242.png,زلمة أنا برأيي أنا,1
img238.jpg,شكل البنت لما  تغني بإحساس,1
img230.jpg,عندما ترى زوجتك الصينية تشاهد ناشونال جيوغرافيك و فيها كتآب وصفات المطبخ و تطلب منك تحضرها قلم,1
img218.jpg,ما عندي اي مشكلة احط 20 الف على مكياج والله اذا وجهك زق لهالدرجة اشتري لك نقاب ربال اوفر لك,1
img219.jpg,المماليك بعد كلوا ومستنيين الحاجة السقعة,1
img231.png,عندما يشتمون بكلمة ليبي متخلف,1
img240.jpg,وأخيرا السعودية تسمح للنساء بقيادة السيارة,1
img233.jpg,عندما تخرج من مهبل أمك وتكتشف انك اردني,1
img234.jpg,عندما يذهب جزائري لعين إلى تونس,1
img241.jpg,جو جميل ومعتدل صلاة الإستسقاء,1
img225.jpg,يسمح بالتدخين كل الايام ما عدا اليوم,0
img237.jpg,عندما تقنين حياتك الإلتزام الطاعات تدخلين الجنة بما أتيتي العمل الصالح لتكتشفي الجنة لها أكثر درجة,1
img216.jpg,احلى حاجة بابا حلف على خطيبي يبات في اوضتي عشان الدنيا بتمطر,0
img227.jpg,ستيفن هاوكين كان يساند الرابعة العدوية طول حياته من غير ان ينتبهله حد الماسونية لا تتحرك,1
img220.jpg,يعني ايه هتاخذ ديكور الشقة لوحدك؟ مش انا الي اخترتك؟,0
img221.jpg,معايا واحد صاحبي في الصورة,0
img214.jpg,بقول لصاحبي فرح اختي ومش عازم غيركو ومش عايزين كل الناس كلها تعرف صاحبي :,0
img223.jpg,وانا قاعدة مفموصة بعد ما دورت على جوجل وما لقيتش طريقة انجح بيها من غير ما اتعب,0
img228.jpg,ملحد توقف عن فرض ارائك وافكارك علي,1
img236.jpg,لما اللابتوب يطفي فجاه وانت بتتفرج على فيلم رومانسي فتشوف نفسك الشاشة,0
img229.jpg,كارتون نيتورك,0
img232.jpg,عندما تكون مغربي حقير وتقول لك فتاة ارسل لي قبلة,1
img224.jpg,مالك يا حج بتعيط ليه ادعيله بالرحمة تخيل محدش جيه جنازتي,0
img211.jpg,شوربة عدس,0
img235.jpg,سأخبر الله بكل شي,1
img222.jpg,الشريف فواز خويي قبل شوي زعل وطردني لاني جيت بسروال السباحة,0
img226.jpg,مساعد سليمان الله يرحمه ضحى بنفسه وصار كفتة عشان عياله ما يموتون,0
img212.jpg,مراية المحل مراية البيت,0
img215.jpg,الخزينة رجال سيدات,0
img217.jpg,السلام عليكم باسين الشيطان لولا يوسوس لواحد امريكي يوسوس ب,0
img213.jpg,عزيزتي انتي الوحيدة عزيزة 1 عزيزة 2 عزيزة 3 عزيزة 4,0
img246.jpg,كلي البنات أنا ماشي,0
img270.jpg,المجتمع : أكيد اتعدى عليها عشان كانت لابسة قصير وأغرته أنا:,1
img259.jpg,موظف طوارئ أهلا شو الحالة الطارئة عندك مرأة بحياتك ساعدني في شباب اقتحموا البيت عندي الموظف بس عفكرة مش كل الزلام هيك أنا شخصيا مكنتش بسوي هيك إشي,1
img272.jpg,أنا عاملة حالي مشغولة مماثلة شباب تمرق بالشارع,0
img268.png,الناس الي بتفكر انه النسوية هي كره للرجال,1
img275.png,شوفو لبسه قديش قصير شوفوني بطلعو  لحالهن بالليل شوفوني بضحكوا بصوت عالي,1
img274.png,لائحة فوائد الذكورية للمجتمع,1
img276.png,ميمز نسوية خربتوا الدنيا ارجعوا عيدوا من اول,1
img266.jpg,اقعدي منيح زي الصبايا المحترمات أنا,1
img258.jpg,لما استوعبت إني مجاورة أبي الأولوية,0
img248.png,لكل شاب حاسس مهاجم إسا... اقعد وسكر رجليك,1
img278.png,تصرخش زي الزلام هاد خامس بطن حلك تتعود,1
img279.png,هاد اللي بصير لما تلبسي زي السايبات وهاد الي بصير لما تلبس زي لعيب البيسبول,1
img271.jpg,انت فاهمة انه بس قلتي عن حالك نسوية قللتي احتمال الشباب ييجو يحكوا معك لتقريبا 0,1
img267.png,انت شو بيفهمك انا بقلك كيف خلص انا بنقذ حالي,1
img273.jpg,بتنقل على خلفية شرف عائلة المجتمع ابصر شو عاملة انا,1
img249.png,وينتا بدنا نجوزك ونفرح فيك حل عن ربي,1
img265.jpg,ما تحتاجه النساء واخيرا حد راح يحكي عن حقوق المرأة غسالات سونووكو,1
img262.png,كلمة عند الدكتور الكلمة مرتي اللي جابت اولاد ممنوع تصوت تطلع البيت ومرات بضربها اذا تضيق خلاقي بفضلها تبكي الدكتور واضح إنها مجنونة,1
img264.png,لما حد بفكر انه بوجهلي اهانة اذا قال عني نسوية,0
img252.jpg,انا زلمة متعصب وهدول ايدي المتعصبنات,1
img254.png,مش حلو لما البنت مش حلو لما البنت,1
img277.png,زبطي بلوزتك ظهرك مبين بالمقابل,1
img263.jpg,اذا بقتلها فش حاجة تهكل هم حدا يراسلها على التليفون,1
img261.jpg,سؤال اليوم هل كرة القدم الرجالية تستاهل المشاهدة مثل كرة القدم العادية,1
img257.png,تريندات الشباب بحبوهاش بالبنات واحدة مخطوبة صابغة شعرها اشقر واحدة بتضحك مع اولاد صفها واحدة حاطة حومرة حمراء تريندات البنات بحبوهاش بالشباب تنقتل لأنها طلعت لحالها بالليل ,1
img269.jpg,منطق العالم الذكوري مين ماسكك المسافة نفسها,1
img255.jpg,معقول تكون هون كوكب الأرض هل يا ترى رح نلاقي حياة ذكية بهاي المجرة معقول تكون هذا الزلمة النسوان بعرفوش يسوقوا والبحث بعده مستمر,1
img251.jpg,الشب بحب البنت اللي,1
img260.png,انت غير عن باقي البنات الي عرفتهن قبلك ومال باقي البنات؟,1
img253.jpg,الكل يوقف اسا اسا ايش عم بسوي؟ اجا الزلمة يحكيلنا رأيه,1
img280.png,واحد يناضل لحقوق الرجال ويحصل على حقوقه,1
img256.jpg,انشالله اسا صورتي عووووو اه اوكي باي باي مع السلامة اعوذ بالله عويت ناحية البدر غير اني بحترم حق النساء بالتواجد بالحيز العام دون تحرشات,1
img300.jpg,بس مش كل الزلام زلام -كل الزلام,1
img313.png,هسا هذا هو سبب الفرق بمعشاتنا؟,1
img309.jpg,قول ورايا قبلت نكدها وطول لسانها,1
img288.png,جبت أنا لأحلى مرا بالعالم كيلو لحمة وياسين بصل عشان تعليلها أطيب ثراء,1
img304.jpg,شاب ولادي شواي البنت شيخة يلعن حياتي أنا عما بتعرف انه عمرها الشاب وشو يعني العمر مجرد رقم أنا بتعرف ايش كمان رقم,1
img303.jpg,لما زلمة يحكيلي بهاد البيت كلمتي بس الي بتمشي,1
img301.jpg,لأمن ضايقتني إنت ببساطة ذكور ذكوري,1
img295.png,إبن عمك أولى فيكي,1
img310.png,دانا قرأت وتعمقت كتير في النسوية وبرضو مقتنعتش فيها,1
